reading_id,trip_id,timestamp,speed_kmh,lat,lon,lidar_confidence,camera_status,objects_detected
75,T00004,2024-06-02 18:27:17.314629258,25.92478397650976,37.63698405949343,-122.41436896539398,0.834,degraded,15
76,T00004,2024-06-02 18:27:32.314629258,15.022435165652556,37.7074082629484,-122.33200044787914,0.944,ok,14
77,T00004,2024-06-02 18:27:47.314629258,24.26126909606518,37.74757608303375,-122.47219955896018,0.922,ok,12
78,T00004,2024-06-02 18:28:02.314629258,24.293448969501743,37.76059626026182,-122.30384123891709,0.862,ok,8
79,T00004,2024-06-02 18:28:17.314629258,37.639520863547574,37.76596425294346,-122.36905493030032,0.95,ok,9
80,T00004,2024-06-02 18:28:32.314629258,32.212410052598116,37.770585276770916,-122.47683538355264,0.735,ok,12
81,T00004,2024-06-02 18:28:47.314629258,25.11592157855833,37.75359399561237,-122.37428671987055,0.482,ok,16
82,T00004,2024-06-02 18:29:02.314629258,29.315786989546975,37.723833608848615,-122.33503861040404,0.959,degraded,14
83,T00005,2024-06-03 01:12:23.086172344,20.02682759957964,37.70521650368348,-122.34813782896997,0.678,ok,12
84,T00005,2024-06-03 01:13:06.722536344,14.437464124601165,37.61445538951464,-122.38484282744513,0.851,ok,12
85,T00005,2024-06-03 01:13:50.358899344,28.335528582274208,37.708794622256995,-122.45368019504723,0.661,ok,7
86,T00005,2024-06-03 01:14:33.995263344,30.692530297603895,37.64804388664168,-122.41124573218156,0.929,ok,17
87,T00005,2024-06-03 01:15:17.631627344,26.05423566057953,37.600767429101566,-122.39959836045217,0.722,ok,9
88,T00005,2024-06-03 01:16:01.267990344,17.28647027871585,37.73828321150263,-122.4476497799731,0.825,ok,10
89,T00005,2024-06-03 01:16:44.904354344,21.199722446421205,37.66243837675728,-122.35497776801334,0.798,ok,10
90,T00005,2024-06-03 01:17:28.540717344,14.543753229949122,37.612501388302086,-122.42250670723566,0.533,ok,9
91,T00005,2024-06-03 01:18:12.177081344,12.073546139878431,37.71928679092513,-122.40306209661274,0.851,ok,13
92,T00005,2024-06-03 01:18:55.813445344,35.614065023502235,37.73613447464515,-122.36665369402849,0.908,ok,10
93,T00005,2024-06-03 01:19:39.449808344,16.697522872059576,37.62767364017764,-122.35236634589263,0.901,ok,19
94,T00005,2024-06-03 01:20:23.086172344,6.8713627382081075,37.621631002914675,-122.3315786275033,0.92,ok,9
95,T00005,2024-06-03 01:21:06.722536344,12.876116908610602,37.616852873231174,-122.42878138296672,0.607,ok,7
96,T00005,2024-06-03 01:21:50.358899344,18.742398731859517,37.74960321533988,-122.33269382184783,0.663,ok,14
97,T00005,2024-06-03 01:22:33.995263344,19.425061952201236,37.61854296216206,-122.39355542502877,0.792,ok,14
98,T00005,2024-06-03 01:23:17.631627344,18.976514820363025,37.62482147354276,-122.475717018899,0.908,ok,9
99,T00005,2024-06-03 01:24:01.267990344,9.432640552550481,37.65592726369864,-122.4727259345065,0.799,ok,12
100,T00005,2024-06-03 01:24:44.904354344,23.52769161326663,37.62736903331727,-122.48605611483326,0.962,ok,16
101,T00005,2024-06-03 01:25:28.540717344,11.091464076801408,37.77044247824034,-122.49181321112513,0.88,ok,10
102,T00005,2024-06-03 01:26:12.177081344,14.75938342334758,37.6950771710711,-122.34339995373057,0.501,ok,16
103,T00005,2024-06-03 01:26:55.813445344,16.307685470638543,37.79623631175877,-122.40674934369444,0.618,ok,9
104,T00005,2024-06-03 01:27:39.449808344,30.167023052236264,37.7721597873831,-122.43076062266394,0.534,ok,17
105,T00006,2024-06-03 14:00:28.857715430,40.21234034585383,37.74017313944878,-122.44295883946393,0.482,ok,5
106,T00006,2024-06-03 14:03:08.857715430,54.23807105921428,37.70928141484243,-122.45005116415413,0.838,ok,11
107,T00006,2024-06-03 14:05:48.857715430,61.75807689161838,37.61594301463746,-122.3633771428554,0.744,ok,11
108,T00006,2024-06-03 14:08:28.857715430,58.599201915389685,37.72470106224947,-122.47374240559904,0.748,ok,15
109,T00006,2024-06-03 14:11:08.857715430,61.61899208356445,37.64515791043013,-122.37667560436695,0.844,ok,9
110,T00006,2024-06-03 14:13:48.857715430,57.66928819819247,37.685101131854374,-122.38691681204949,0.787,ok,6
111,T00006,2024-06-03 14:16:28.857715430,48.55986519706131,37.78264593725586,-122.42240544912043,0.792,degraded,14
112,T00006,2024-06-03 14:19:08.857715430,51.69215483294287,37.66643450441235,-122.35983831639966,0.758,ok,10
113,T00006,2024-06-03 14:21:48.857715430,59.08962822290139,37.79658937591094,-122.37144451730401,0.912,ok,19
114,T00006,2024-06-03 14:24:28.857715430,61.76824115313652,37.67875102831309,-122.37835772464672,0.877,ok,12
115,T00006,2024-06-03 14:27:08.857715430,58.599599765209966,37.67095945793128,-122.42000339634129,0.892,ok,14
116,T00006,2024-06-03 14:29:48.857715430,46.71839172189403,37.70092745759549,-122.49852939108912,0.909,degraded,11
117,T00006,2024-06-03 14:32:28.857715430,53.38798678419745,37.781986031631945,-122.35654762482686,0.846,ok,14
118,T00006,2024-06-03 14:35:08.857715430,52.116770166424736,37.6137507812845,-122.39005654896734,0.892,ok,12
119,T00006,2024-06-03 14:37:48.857715430,55.15037352927147,37.693881368397854,-122.3284284432965,0.842,ok,12
120,T00007,2024-06-03 13:48:34.629258517,37.533030914635916,37.60142841635365,-122.40865388142284,0.805,ok,14
121,T00007,2024-06-03 13:50:03.050311517,23.25340483388276,37.62492948579857,-122.30771709191528,0.816,ok,8
122,T00007,2024-06-03 13:51:31.471363517,27.828865053514793,37.658051021074506,-122.38761294929607,0.721,ok,9
123,T00007,2024-06-03 13:52:59.892416517,44.18727672198768,37.7817730812638,-122.34296202311543,0.855,ok,12
124,T00007,2024-06-03 13:54:28.313469517,26.802668590900815,37.664865775827394,-122.30957121658473,0.585,ok,11
125,T00007,2024-06-03 13:55:56.734521517,41.525831528044264,37.67155095265875,-122.48721981159034,0.68,ok,10
126,T00007,2024-06-03 13:57:25.155574517,33.11299158134011,37.73594095571537,-122.38596367364907,0.827,ok,9
127,T00007,2024-06-03 13:58:53.576626517,24.950824934544496,37.791168629435035,-122.45265693883103,0.834,ok,14
128,T00007,2024-06-03 14:00:21.997679517,30.889610511670554,37.602732337094125,-122.32085472889699,0.82,ok,14
129,T00007,2024-06-03 14:01:50.418732517,11.601014142247625,37.75011969134883,-122.45280067881816,0.844,ok,6
130,T00007,2024-06-03 14:03:18.839784517,35.25551442974487,37.648829512101386,-122.409978028263,0.935,ok,13
131,T00007,2024-06-03 14:04:47.260837517,41.15265705561475,37.62488437737038,-122.3800805479912,0.784,ok,9
132,T00007,2024-06-03 14:06:15.681890517,25.77507733465166,37.64606384493658,-122.47871764741943,0.776,degraded,14
133,T00007,2024-06-03 14:07:44.102942517,29.080976458382516,37.75587303406703,-122.39550063822189,0.918,ok,11
134,T00007,2024-06-03 14:09:12.523995517,39.19666591237599,37.601553328430796,-122.40158159792999,0.945,ok,19
135,T00007,2024-06-03 14:10:40.945047517,16.252370728263266,37.65079695067525,-122.32446156423444,0.915,ok,17
136,T00007,2024-06-03 14:12:09.366100517,35.87227007977869,37.68887912369022,-122.4393434121191,0.571,ok,15
137,T00007,2024-06-03 14:13:37.787153517,19.652106130512266,37.64648080924289,-122.372873600272,0.909,ok,11
138,T00007,2024-06-03 14:15:06.208205517,34.06848251885316,37.77244228466439,-122.33678152941715,0.917,ok,11
139,T00008,2024-06-03 21:36:40.400801603,13.744124904032764,37.744443219734734,-122.46516866152092,0.77,ok,10
140,T00008,2024-06-03 21:37:12.165507603,26.679010877679247,37.62492267713567,-122.36950480889855,0.885,ok,8
141,T00008,2024-06-03 21:37:43.930213603,0.7452295399887987,37.779948615681775,-122.37431860847181,0.863,ok,15
142,T00008,2024-06-03 21:38:15.694919603,8.15525688338607,37.76474927759016,-122.48294633167767,0.683,ok,7
143,T00008,2024-06-03 21:38:47.459625603,37.44113022770146,37.733387083511445,-122.44657118602588,0.869,ok,10
144,T00008,2024-06-03 21:39:19.224330603,11.243422075557982,37.6439723912738,-122.4110321281319,0.905,ok,16
145,T00008,2024-06-03 21:39:50.989036603,1.7115488645429693,37.75781922232976,-122.37942142347892,0.706,ok,17
146,T00008,2024-06-03 21:40:22.753742603,1.5617905531527647,37.70783821590273,-122.44898131343353,0.772,ok,12
147,T00008,2024-06-03 21:40:54.518448603,18.09782836850805,37.66764619346346,-122.31722474193565,0.68,ok,10
148,T00008,2024-06-03 21:41:26.283154603,16.944020593343456,37.66861034650393,-122.36661280295922,0.908,ok,12
149,T00008,2024-06-03 21:41:58.047860603,6.823412907419414,37.73433204619958,-122.4332195056947,0.706,ok,13
150,T00008,2024-06-03 21:42:29.812566603,13.213846669626614,37.70541003129851,-122.38349324451185,0.792,ok,11
151,T00008,2024-06-03 21:43:01.577272603,4.976643922275575,37.705089025272436,-122.47810180548912,0.814,ok,14
152,T00008,2024-06-03 21:43:33.341977603,16.627322791413274,37.778622748264496,-122.36211657322573,0.946,ok,6
153,T00008,2024-06-03 21:44:05.106683603,2.358779806726,37.72045126047546,-122.43553503510613,0.713,ok,10
154,T00008,2024-06-03 21:44:36.871389603,8.271403943956305,37.68639787429269,-122.49339761281993,0.779,ok,12
155,T00008,2024-06-03 21:45:08.636095603,7.313687052267008,37.75074403531243,-122.44932412023414,0.964,ok,8
156,T00009,2024-06-04 10:24:46.172344689,58.247674287103976,37.7812275072255,-122.48891095285924,0.652,ok,19
157,T00009,2024-06-04 10:25:42.422344689,40.198501566744,37.70913373299373,-122.36320497401698,0.995,ok,10
158,T00009,2024-06-04 10:26:38.672344689,65.22009487259804,37.70295684698663,-122.39734789908591,0.907,ok,12
159,T00009,2024-06-04 10:27:34.922344689,45.76585920859564,37.62492301263783,-122.42682014027645,0.825,ok,11
160,T00009,2024-06-04 10:28:31.172344689,40.89149448772266,37.63668472869959,-122.49863185037033,0.92,ok,9
161,T00009,2024-06-04 10:29:27.422344689,53.07593428715613,37.68966929410493,-122.40215222771445,0.823,ok,9
162,T00009,2024-06-04 10:30:23.672344689,44.58653711920707,37.69481525282158,-122.32486297448278,0.906,ok,10
163,T00009,2024-06-04 10:31:19.922344689,49.45954128479019,37.609239296640325,-122.38408065451748,0.619,ok,15
164,T00009,2024-06-04 10:32:16.172344689,44.120397053698575,37.79769809689736,-122.43113839333601,0.84,ok,9
165,T00009,2024-06-04 10:33:12.422344689,49.195835749976204,37.68378584478749,-122.39708764193034,0.715,ok,9
166,T00009,2024-06-04 10:34:08.672344689,43.50164029453797,37.6966269291131,-122.48736338062795,0.826,ok,7
167,T00009,2024-06-04 10:35:04.922344689,58.515320044929624,37.668953953379976,-122.42194089055745,0.773,degraded,8
168,T00009,2024-06-04 10:36:01.172344689,57.7069636947227,37.605760236109305,-122.37125603873501,0.959,ok,8
169,T00009,2024-06-04 10:36:57.422344689,40.99143525746954,37.603819839870745,-122.36204175053743,0.944,ok,8
170,T00009,2024-06-04 10:37:53.672344689,66.69337011658646,37.653837947894665,-122.30354878781269,0.806,ok,13
171,T00009,2024-06-04 10:38:49.922344689,45.57363217712484,37.740228843993336,-122.48885440285981,0.817,ok,10
172,T00010,2024-06-04 18:12:51.943887775,97.61308616665576,37.60014954167411,-122.3811727217045,0.698,ok,16
173,T00010,2024-06-04 18:13:33.193887775,88.36356031827773,37.727417177770946,-122.32026645968948,0.941,ok,12
174,T00010,2024-06-04 18:14:14.443887775,81.03008834835961,37.78671609120134,-122.31347955849928,0.905,ok,13
175,T00010,2024-06-04 18:14:55.693887775,68.2304226787611,37.79244258202319,-122.30710235499524,0.72,ok,7
176,T00010,2024-06-04 18:15:36.943887775,82.23858678638985,37.6049339909081,-122.41862031372187,0.956,ok,13
177,T00010,2024-06-04 18:16:18.193887775,76.00005524243971,37.74048107317324,-122.44010845521315,0.77,ok,13
178,T00010,2024-06-04 18:16:59.443887775,81.95083894411837,37.62315200924927,-122.33116282083519,0.93,ok,14
179,T00010,2024-06-04 18:17:40.693887775,87.23296404787794,37.64342064589398,-122.39159458606673,0.753,degraded,9
180,T00010,2024-06-04 18:18:21.943887775,72.09894242843573,37.79657202357109,-122.39270592176231,0.695,ok,13
181,T00010,2024-06-04 18:19:03.193887775,89.24876683384007,37.73346636993354,-122.47488357945798,0.907,ok,16
182,T00010,2024-06-04 18:19:44.443887775,73.89352997705103,37.72155568772138,-122.48324180549035,0.812,ok,7
183,T00010,2024-06-04 18:20:25.693887775,87.4117287342207,37.704176435689504,-122.36614684083128,0.92,degraded,6
184,T00010,2024-06-04 18:21:06.943887775,74.07628983504577,37.62037835079431,-122.49681594654744,0.831,ok,9
185,T00010,2024-06-04 18:21:48.193887775,88.07628936581153,37.677021224597986,-122.41642320067649,0.889,ok,16
186,T00010,2024-06-04 18:22:29.443887775,68.13422814972962,37.61578597100768,-122.46166573623395,0.717,ok,15
187,T00010,2024-06-04 18:23:10.693887775,77.85554969870829,37.61108659778825,-122.38916246979905,0.857,degraded,13
188,T00011,2024-06-05 01:00:57.715430861,46.93521417320627,37.79566616153545,-122.34536646165061,0.865,ok,10
189,T00011,2024-06-05 01:01:21.193691861,53.18267749353769,37.66575202551089,-122.44437756648925,0.949,ok,14
190,T00011,2024-06-05 01:01:44.671952861,44.741111617536795,37.697855852210324,-122.44278201559375,0.821,ok,11
191,T00011,2024-06-05 01:02:08.150213861,37.0747252437955,37.703841394920694,-122.45312598186443,0.733,ok,3
192,T00011,2024-06-05 01:02:31.628473861,36.929823229838405,37.782938912067415,-122.40129126808212,0.797,ok,7
193,T00011,2024-06-05 01:02:55.106734861,45.79517363590879,37.72056927607913,-122.35449271455397,0.61,ok,8
194,T00011,2024-06-05 01:03:18.584995861,52.270544390705226,37.724111369404696,-122.37232998697385,0.737,ok,7
195,T00011,2024-06-05 01:03:42.063256861,49.0524977888394,37.63467921324123,-122.35504260500832,0.889,ok,14
196,T00011,2024-06-05 01:04:05.541517861,49.90238553786393,37.784634797723854,-122.49682963155362,0.814,ok,13
197,T00011,2024-06-05 01:04:29.019778861,41.86819944874805,37.655867897055316,-122.42612176710898,0.651,ok,12
198,T00011,2024-06-05 01:04:52.498039861,52.77644232771338,37.6220284565838,-122.42209679481093,0.81,ok,8
199,T00011,2024-06-05 01:05:15.976300861,45.32832504492401,37.6525339470661,-122.34654416449688,0.982,ok,17
200,T00011,2024-06-05 01:05:39.454560861,43.495432844187356,37.64870566777991,-122.3136681500482,0.863,ok,15
201,T00011,2024-06-05 01:06:02.932821861,55.01574792542484,37.67585667834551,-122.49055502470105,0.794,ok,12
202,T00011,2024-06-05 01:06:26.411082861,27.107841421109715,37.79441586709491,-122.46816818320124,0.955,ok,9
203,T00011,2024-06-05 01:06:49.889343861,23.59076687650084,37.633840610335454,-122.46249455541758,0.808,ok,10
204,T00011,2024-06-05 01:07:13.367604861,37.94966602272395,37.67772618912142,-122.49255565908614,0.767,ok,12
205,T00011,2024-06-05 01:07:36.845865861,52.22039986135512,37.610170684727166,-122.32728863940035,0.665,ok,13
206,T00011,2024-06-05 01:08:00.324126861,54.857716614547265,37.76989398031674,-122.39175924684575,0.648,ok,8
207,T00011,2024-06-05 01:08:23.802387861,38.0796620555278,37.66058903357802,-122.3510806048074,0.926,ok,11
208,T00011,2024-06-05 01:08:47.280647861,53.18707729242867,37.7406399569551,-122.4956599809449,0.692,ok,10
209,T00011,2024-06-05 01:09:10.758908861,59.00392252300617,37.663290915306696,-122.43156271884827,0.968,ok,14
210,T00011,2024-06-05 01:09:34.237169861,49.812609784392734,37.61534467989121,-122.41474045651933,0.938,ok,11
211,T00012,2024-06-05 15:49:03.486973947,69.32461107491768,37.7800624479149,-122.36703640185675,0.642,ok,17
212,T00012,2024-06-05 15:51:57.171184947,69.02448621698596,37.73957287907043,-122.44634992821554,0.609,degraded,10
213,T00012,2024-06-05 15:54:50.855394947,74.9835979948869,37.65138285693846,-122.3398394624043,0.915,ok,8
214,T00012,2024-06-05 15:57:44.539605947,57.64572868874313,37.735492670848,-122.39484593266336,0.664,ok,8
215,T00012,2024-06-05 16:00:38.223815947,63.93878727154946,37.74657549057678,-122.3983289024871,0.751,ok,14
216,T00012,2024-06-05 16:03:31.908026947,53.431984487942394,37.62810146062172,-122.41140979785042,0.854,ok,12
217,T00012,2024-06-05 16:06:25.592236947,61.67192416684433,37.73206716610283,-122.39545810918649,0.963,ok,9
218,T00012,2024-06-05 16:09:19.276447947,51.85254933904247,37.62512312263125,-122.43779859926583,0.793,ok,17
219,T00012,2024-06-05 16:12:12.960657947,65.06734786366631,37.6205810176684,-122.35397396244473,0.699,ok,9
220,T00012,2024-06-05 16:15:06.644868947,69.61112085727632,37.61510665383138,-122.37642666911759,0.525,ok,14
221,T00012,2024-06-05 16:18:00.329078947,48.786447579543356,37.628800644783965,-122.30010642115948,0.97,ok,6
222,T00012,2024-06-05 16:20:54.013289947,53.14399124124809,37.699833966652534,-122.37987867416257,0.855,ok,19
223,T00012,2024-06-05 16:23:47.697499947,63.93108404862387,37.67132178257488,-122.44772053668792,0.922,ok,12
224,T00012,2024-06-05 16:26:41.381710947,63.35400786444267,37.750753640409016,-122.3755981622382,0.866,ok,7
225,T00012,2024-06-05 16:29:35.065920947,67.65421502688717,37.63273513274595,-122.44460907637509,0.918,ok,17
226,T00012,2024-06-05 16:32:28.750131947,63.90514835176755,37.62904500398305,-122.39513701233199,0.776,ok,14
227,T00012,2024-06-05 16:35:22.434341947,43.93403071694454,37.66977408332106,-122.31536625764917,0.688,ok,15
228,T00012,2024-06-05 16:38:16.118552947,63.2962537679071,37.694339753378244,-122.30804324271246,0.824,ok,10
229,T00012,2024-06-05 16:41:09.802762947,54.240048182986435,37.66522121132776,-122.45591242302149,0.805,ok,13
230,T00013,2024-06-05 23:37:09.258517034,55.059655445351616,37.61722322210128,-122.38817266870741,0.744,ok,13
231,T00013,2024-06-05 23:38:34.972803034,52.556803063561695,37.673257277241305,-122.48941281288624,0.94,ok,10
232,T00013,2024-06-05 23:40:00.687088034,41.77043877491622,37.71202319660187,-122.42270748713442,0.985,ok,6
233,T00013,2024-06-05 23:41:26.401374034,44.59488560939655,37.67409828741191,-122.38621571883107,0.812,ok,4
234,T00013,2024-06-05 23:42:52.115660034,41.22584517733439,37.75810272150673,-122.40920823339043,0.936,ok,7
235,T00013,2024-06-05 23:44:17.829946034,47.39564871730648,37.70669604174896,-122.38072128006151,0.847,ok,10
236,T00013,2024-06-05 23:45:43.544231034,57.30560751083329,37.75281911731578,-122.45043751141863,0.678,ok,7
237,T00013,2024-06-05 23:47:09.258517034,69.68526321862223,37.76367212827905,-122.46566436099137,0.674,ok,12
238,T00013,2024-06-05 23:48:34.972803034,60.87856115669362,37.6675997562057,-122.31862668453203,0.75,ok,12
239,T00013,2024-06-05 23:50:00.687088034,41.401423813441205,37.7797193821138,-122.32074865670569,0.774,ok,11
240,T00013,2024-06-05 23:51:26.401374034,52.72612131991995,37.664113517203305,-122.47300430278568,0.971,ok,10
241,T00013,2024-06-05 23:52:52.115660034,54.93685427185941,37.64926964944846,-122.48734931822027,0.742,ok,12
242,T00013,2024-06-05 23:54:17.829946034,53.94482131021235,37.646637510884325,-122.32711940256112,0.948,ok,12
243,T00013,2024-06-05 23:55:43.544231034,41.07134986769316,37.735407562976405,-122.33935757535119,0.764,ok,10
